"","site_unique","site_location_name","herbarium_determination","is_uncertain_determination","veg_barcode","standardised_name","standardised_scientific_name","kingdom","taxa_id","family","genus","specific_epithet","infraspecific_rank","infraspecific_epithet","taxa_status","taxa_group","genus_species","authorship","published_in","rank","visit_start_date","site_location_visit_id","primary_gen_barcode","secondary_gen_barcode_1","secondary_gen_barcode_2","secondary_gen_barcode_3","secondary_gen_barcode_4"
"62","NSABHC0014-53609","NSABHC0014","Maireana astrotricha",FALSE,"NSA05668","Maireana astrotricha","Maireana astrotricha (L.A.S.Johnson) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/240078","Chenopodiaceae","Maireana","astrotricha","NA","NA","accepted","Equisetopsida","Maireana astrotricha","(L.A.S.Johnson) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-21T00:00:00",53609,"NSA05669","NSA 005580","NSA 005581","NSA 005582","NSA 005583"
"63","NSABHC0012-58022","NSABHC0012","Maireana astrotricha",FALSE,"NSA014002","Maireana astrotricha","Maireana astrotricha (L.A.S.Johnson) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/240078","Chenopodiaceae","Maireana","astrotricha","NA","NA","accepted","Equisetopsida","Maireana astrotricha","(L.A.S.Johnson) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-15T09:49:34",58022,NA,NA,NA,NA,NA
"64","NSABHC0028-58027","NSABHC0028","Maireana astrotricha",FALSE,"NSA013459","Maireana astrotricha","Maireana astrotricha (L.A.S.Johnson) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/240078","Chenopodiaceae","Maireana","astrotricha","NA","NA","accepted","Equisetopsida","Maireana astrotricha","(L.A.S.Johnson) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/22909","Species","2016-09-12T13:10:42",58027,"NSA013460","NSA013699","NSA013700","NSA013701","NSA013702"
"65","NSABHC0009-53604","NSABHC0009","Maireana astrotricha",FALSE,"NSA01392","Maireana astrotricha","Maireana astrotricha (L.A.S.Johnson) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/240078","Chenopodiaceae","Maireana","astrotricha","NA","NA","accepted","Equisetopsida","Maireana astrotricha","(L.A.S.Johnson) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/22909","Species","2012-09-03T00:00:00",53604,"NSA01393","NSA 001667","NSA 001668","NSA 001669","NSA 001670"
"66","NSABHC0023-57099","NSABHC0023","Boerhavia dominii",FALSE,"NSA06949","Boerhavia dominii","Boerhavia dominii Meikle & Hewson","Plantae","https://id.biodiversity.org.au/name/apni/238296","Nyctaginaceae","Boerhavia","dominii","NA","NA","accepted","Equisetopsida","Boerhavia dominii","Meikle & Hewson","https://id.biodiversity.org.au/reference/apni/42312","Species","2014-04-21T00:00:00",57099,"NSA  06950",NA,NA,NA,NA
"67","NSABHC0014-53609","NSABHC0014","Boerhavia dominii",FALSE,"NSA05721","Boerhavia dominii","Boerhavia dominii Meikle & Hewson","Plantae","https://id.biodiversity.org.au/name/apni/238296","Nyctaginaceae","Boerhavia","dominii","NA","NA","accepted","Equisetopsida","Boerhavia dominii","Meikle & Hewson","https://id.biodiversity.org.au/reference/apni/42312","Species","2012-09-21T00:00:00",53609,"not collected",NA,NA,NA,NA
"68","NSABHC0023-57099","NSABHC0023","Bolboschoenus caldwellii",FALSE,"NSA06995","Bolboschoenus caldwellii","Bolboschoenus caldwellii (V.J.Cook) Soják","Plantae","https://id.biodiversity.org.au/name/apni/243876","Cyperaceae","Bolboschoenus","caldwellii","NA","NA","accepted","Equisetopsida","Bolboschoenus caldwellii","(V.J.Cook) Soják","https://id.biodiversity.org.au/reference/apni/52462","Species","2014-04-21T00:00:00",57099,"NSA  06996",NA,NA,NA,NA
"69","NSABHC0011-53606","NSABHC0011","Bothriochloa macra",FALSE,"NSA01951","Bothriochloa macra","Bothriochloa macra (Steud.) S.T.Blake","Plantae","https://id.biodiversity.org.au/name/apni/223046","Poaceae","Bothriochloa","macra","NA","NA","accepted","Equisetopsida","Bothriochloa macra","(Steud.) S.T.Blake","https://id.biodiversity.org.au/reference/apni/47743","Species","2012-09-18T00:00:00",53606,"NSA01952",NA,NA,NA,NA
"70","NSABHC0012-53607","NSABHC0012","Bothriochloa macra",FALSE,"NSA05089","Bothriochloa macra","Bothriochloa macra (Steud.) S.T.Blake","Plantae","https://id.biodiversity.org.au/name/apni/223046","Poaceae","Bothriochloa","macra","NA","NA","accepted","Equisetopsida","Bothriochloa macra","(Steud.) S.T.Blake","https://id.biodiversity.org.au/reference/apni/47743","Species","2012-09-19T00:00:00",53607,"NSA05090",NA,NA,NA,NA
"71","NSABHC0012-53607","NSABHC0012","Brachyscome ciliaris var. ciliaris",FALSE,"NSA05139","Brachyscome ciliaris","Brachyscome ciliaris (Labill.) Less.","Plantae","https://id.biodiversity.org.au/name/apni/64833","Asteraceae","Brachyscome","ciliaris","NA","NA","nomenclatural synonym","Equisetopsida","Brachyscome ciliaris","(Labill.) Less.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-19T00:00:00",53607,"NSA05140",NA,NA,NA,NA
"72","NSABHC0012-53607","NSABHC0012","Brachyscome ciliaris var. ciliaris",FALSE,"NSA05023","Brachyscome ciliaris","Brachyscome ciliaris (Labill.) Less.","Plantae","https://id.biodiversity.org.au/name/apni/64833","Asteraceae","Brachyscome","ciliaris","NA","NA","nomenclatural synonym","Equisetopsida","Brachyscome ciliaris","(Labill.) Less.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-19T00:00:00",53607,"NSA05024",NA,NA,NA,NA
"73","NSABHC0009-53604","NSABHC0009","Brachyscome ciliaris var. lanuginosa",FALSE,"NSA01639","Brachyscome ciliaris","Brachyscome ciliaris (Labill.) Less.","Plantae","https://id.biodiversity.org.au/name/apni/64859","Asteraceae","Brachyscome","ciliaris","NA","NA","taxonomic synonym","Equisetopsida","Brachyscome ciliaris","(Labill.) Less.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-03T00:00:00",53604,"NSA01640",NA,NA,NA,NA
"74","NSABHC0009-53604","NSABHC0009","Brachyscome ciliaris var. lanuginosa",FALSE,"NSA01455","Brachyscome ciliaris","Brachyscome ciliaris (Labill.) Less.","Plantae","https://id.biodiversity.org.au/name/apni/64859","Asteraceae","Brachyscome","ciliaris","NA","NA","taxonomic synonym","Equisetopsida","Brachyscome ciliaris","(Labill.) Less.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-03T00:00:00",53604,"NSA01456",NA,NA,NA,NA
"75","NSABHC0013-53608","NSABHC0013","Brachyscome ciliaris var. lanuginosa",FALSE,"NSA05567","Brachyscome ciliaris","Brachyscome ciliaris (Labill.) Less.","Plantae","https://id.biodiversity.org.au/name/apni/64859","Asteraceae","Brachyscome","ciliaris","NA","NA","taxonomic synonym","Equisetopsida","Brachyscome ciliaris","(Labill.) Less.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-20T00:00:00",53608,"NSA05568",NA,NA,NA,NA
"76","NSABHC0010-53605","NSABHC0010","Brachyscome dentata",FALSE,"NSA01701","Brachyscome dentata","Brachyscome dentata Gaudich.","Plantae","https://id.biodiversity.org.au/name/apni/242696","Asteraceae","Brachyscome","dentata","NA","NA","accepted","Equisetopsida","Brachyscome dentata","Gaudich.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-04T00:00:00",53605,"NSA01702",NA,NA,NA,NA
"77","NSABHC0009-58026","NSABHC0009","Brachyscome dentata",FALSE,"NSA013277","Brachyscome dentata","Brachyscome dentata Gaudich.","Plantae","https://id.biodiversity.org.au/name/apni/242696","Asteraceae","Brachyscome","dentata","NA","NA","accepted","Equisetopsida","Brachyscome dentata","Gaudich.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013278",NA,NA,NA,NA
"78","NSABHC0012-58022","NSABHC0012","Brachyscome dentata",FALSE,"NSA013749","Brachyscome dentata","Brachyscome dentata Gaudich.","Plantae","https://id.biodiversity.org.au/name/apni/242696","Asteraceae","Brachyscome","dentata","NA","NA","accepted","Equisetopsida","Brachyscome dentata","Gaudich.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-15T09:49:34",58022,"NSA013750",NA,NA,NA,NA
"79","NSABHC0009-53604","NSABHC0009","Brachyscome dentata",FALSE,"NSA01518","Brachyscome dentata","Brachyscome dentata Gaudich.","Plantae","https://id.biodiversity.org.au/name/apni/242696","Asteraceae","Brachyscome","dentata","NA","NA","accepted","Equisetopsida","Brachyscome dentata","Gaudich.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-03T00:00:00",53604,"NSA01519",NA,NA,NA,NA
"80","NSABHC0029-58028","NSABHC0029","Brachyscome lineariloba",FALSE,"NSA013694","Brachyscome lineariloba","Brachyscome lineariloba (DC.) Druce","Plantae","https://id.biodiversity.org.au/name/apni/191862","Asteraceae","Brachyscome","lineariloba","NA","NA","accepted","Equisetopsida","Brachyscome lineariloba","(DC.) Druce","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-12T15:35:12",58028,NA,NA,NA,NA,NA
"81","NSABHC0010-53605","NSABHC0010","Brachyscome lineariloba",FALSE,"NSA01716","Brachyscome lineariloba","Brachyscome lineariloba (DC.) Druce","Plantae","https://id.biodiversity.org.au/name/apni/191862","Asteraceae","Brachyscome","lineariloba","NA","NA","accepted","Equisetopsida","Brachyscome lineariloba","(DC.) Druce","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-04T00:00:00",53605,"NSA01717",NA,NA,NA,NA
"82","NSABHC0009-53604","NSABHC0009","Brachyscome lineariloba",FALSE,"NSA01641","Brachyscome lineariloba","Brachyscome lineariloba (DC.) Druce","Plantae","https://id.biodiversity.org.au/name/apni/191862","Asteraceae","Brachyscome","lineariloba","NA","NA","accepted","Equisetopsida","Brachyscome lineariloba","(DC.) Druce","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-03T00:00:00",53604,"NSA01642",NA,NA,NA,NA
"83","NSABHC0029-58028","NSABHC0029","Brachyscome",TRUE,"NSA013406","Brachyscome","Brachyscome Cass.","Plantae","https://id.biodiversity.org.au/name/apni/239737","Asteraceae","Brachyscome","NA","NA","NA","accepted","Equisetopsida","Brachyscome NA","Cass.","https://id.biodiversity.org.au/reference/apni/9787312","Genus","2016-09-12T15:35:12",58028,NA,NA,NA,NA,NA
"84","NSABHC0011-53606","NSABHC0011","Bulbine alata",FALSE,"NSA01880","Bulbine alata","Bulbine alata Baijnath","Plantae","https://id.biodiversity.org.au/name/apni/243878","Asphodelaceae","Bulbine","alata","NA","NA","accepted","Equisetopsida","Bulbine alata","Baijnath","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-18T00:00:00",53606,"NSA01881",NA,NA,NA,NA
"85","NSABHC0009-58026","NSABHC0009","Bulbine alata",FALSE,"NSA013559","Bulbine alata","Bulbine alata Baijnath","Plantae","https://id.biodiversity.org.au/name/apni/243878","Asphodelaceae","Bulbine","alata","NA","NA","accepted","Equisetopsida","Bulbine alata","Baijnath","https://id.biodiversity.org.au/reference/apni/42942","Species","2016-09-13T11:11:06",58026,"NSA013560",NA,NA,NA,NA
"86","NSABHC0023-57099","NSABHC0023","Bulbine",TRUE,"NSA06979","Bulbine","Bulbine Wolf","Plantae","https://id.biodiversity.org.au/name/apni/247025","Asphodelaceae","Bulbine","NA","NA","NA","accepted","Equisetopsida","Bulbine NA","Wolf","https://id.biodiversity.org.au/reference/apni/42942","Genus","2014-04-21T00:00:00",57099,"NSA  06980",NA,NA,NA,NA
"87","NSABHC0024-57100","NSABHC0024","Bulbine",TRUE,"NSA07170","Bulbine","Bulbine Wolf","Plantae","https://id.biodiversity.org.au/name/apni/247025","Asphodelaceae","Bulbine","NA","NA","NA","accepted","Equisetopsida","Bulbine NA","Wolf","https://id.biodiversity.org.au/reference/apni/42942","Genus","2014-04-22T00:00:00",57100,"NSA  07171",NA,NA,NA,NA
"88","NSABHC0012-58022","NSABHC0012","Calandrinia eremaea",FALSE,"NSA013843","Calandrinia eremaea","Calandrinia eremaea Ewart","Plantae","https://id.biodiversity.org.au/name/apni/245066","Portulacaceae","Calandrinia","eremaea","NA","NA","accepted","Equisetopsida","Calandrinia eremaea","Ewart","https://id.biodiversity.org.au/reference/apni/42942","Species","2016-09-15T09:49:34",58022,"NSA013844",NA,NA,NA,NA
"89","NSABHC0009-53604","NSABHC0009","Calandrinia eremaea",FALSE,"NSA01424","Calandrinia eremaea","Calandrinia eremaea Ewart","Plantae","https://id.biodiversity.org.au/name/apni/245066","Portulacaceae","Calandrinia","eremaea","NA","NA","accepted","Equisetopsida","Calandrinia eremaea","Ewart","https://id.biodiversity.org.au/reference/apni/42942","Species","2012-09-03T00:00:00",53604,"NSA01425",NA,NA,NA,NA
"90","NSABHC0023-57099","NSABHC0023","Calandrinia sp",TRUE,"NSA06927","Calandrinia","Calandrinia Kunth","Plantae","https://id.biodiversity.org.au/name/apni/238253","Portulacaceae","Calandrinia","NA","NA","NA","accepted","Equisetopsida","Calandrinia NA","Kunth","https://id.biodiversity.org.au/reference/apni/42942","Genus","2014-04-21T00:00:00",57099,"NSA  06928",NA,NA,NA,NA
"91","NSABHC0029-58028","NSABHC0029","Calotis hispidula",FALSE,"NSA013317","Calotis hispidula","Calotis hispidula (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/153504","Asteraceae","Calotis","hispidula","NA","NA","accepted","Equisetopsida","Calotis hispidula","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-12T15:35:12",58028,"NSA013318",NA,NA,NA,NA
"92","NSABHC0011-53606","NSABHC0011","Calotis hispidula",FALSE,"NSA01904","Calotis hispidula","Calotis hispidula (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/153504","Asteraceae","Calotis","hispidula","NA","NA","accepted","Equisetopsida","Calotis hispidula","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-18T00:00:00",53606,"NSA01905",NA,NA,NA,NA
"93","NSABHC0012-58022","NSABHC0012","Calotis hispidula",FALSE,"NSA013913","Calotis hispidula","Calotis hispidula (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/153504","Asteraceae","Calotis","hispidula","NA","NA","accepted","Equisetopsida","Calotis hispidula","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-15T09:49:34",58022,"NSA013914",NA,NA,NA,NA
"94","NSABHC0024-57100","NSABHC0024","Calotis hispidula",FALSE,"NSA07160","Calotis hispidula","Calotis hispidula (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/153504","Asteraceae","Calotis","hispidula","NA","NA","accepted","Equisetopsida","Calotis hispidula","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2014-04-22T00:00:00",57100,"NSA  07161",NA,NA,NA,NA
"95","NSABHC0009-53604","NSABHC0009","Calotis hispidula",FALSE,"NSA01508","Calotis hispidula","Calotis hispidula (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/153504","Asteraceae","Calotis","hispidula","NA","NA","accepted","Equisetopsida","Calotis hispidula","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-03T00:00:00",53604,"NSA01509",NA,NA,NA,NA
"96","NSABHC0014-53609","NSABHC0014","Calotis hispidula",FALSE,"NSA05701","Calotis hispidula","Calotis hispidula (F.Muell.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/153504","Asteraceae","Calotis","hispidula","NA","NA","accepted","Equisetopsida","Calotis hispidula","(F.Muell.) F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-21T00:00:00",53609,"NSA05702",NA,NA,NA,NA
"97","NSABHC0012-58022","NSABHC0012","Calotis plumulifera",FALSE,"NSA013849","Calotis plumulifera","Calotis plumulifera F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/233417","Asteraceae","Calotis","plumulifera","NA","NA","accepted","Equisetopsida","Calotis plumulifera","F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-15T09:49:34",58022,"NSA013850",NA,NA,NA,NA
"98","NSABHC0010-53605","NSABHC0010","Calotis",FALSE,"NSA01745","Calotis","Calotis R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/213648","Asteraceae","Calotis","NA","NA","NA","accepted","Equisetopsida","Calotis NA","R.Br.","https://id.biodiversity.org.au/reference/apni/49840","Genus","2012-09-04T00:00:00",53605,"NSA01746",NA,NA,NA,NA
"99","NSABHC0014-53609","NSABHC0014","Carthamus lanatus",FALSE,"NSA05660","Carthamus lanatus","Carthamus lanatus L.","Plantae","https://id.biodiversity.org.au/name/apni/205008","Asteraceae","Carthamus","lanatus","NA","NA","accepted","Equisetopsida","Carthamus lanatus","L.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-21T00:00:00",53609,"NSA05661",NA,NA,NA,NA
"100","NSABHC0013-53608","NSABHC0013","Carthamus lanatus",FALSE,"NSA05487","Carthamus lanatus","Carthamus lanatus L.","Plantae","https://id.biodiversity.org.au/name/apni/205008","Asteraceae","Carthamus","lanatus","NA","NA","accepted","Equisetopsida","Carthamus lanatus","L.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-20T00:00:00",53608,"NSA05488",NA,NA,NA,NA
"101","NSABHC0009-58026","NSABHC0009","Carthamus lanatus",FALSE,"NSA013189","Carthamus lanatus","Carthamus lanatus L.","Plantae","https://id.biodiversity.org.au/name/apni/205008","Asteraceae","Carthamus","lanatus","NA","NA","accepted","Equisetopsida","Carthamus lanatus","L.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,NA,NA,NA,NA,NA
"102","NSABHC0029-58028","NSABHC0029","Carthamus lanatus",FALSE,"NSA013319","Carthamus lanatus","Carthamus lanatus L.","Plantae","https://id.biodiversity.org.au/name/apni/205008","Asteraceae","Carthamus","lanatus","NA","NA","accepted","Equisetopsida","Carthamus lanatus","L.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-12T15:35:12",58028,"NSA013320",NA,NA,NA,NA
"103","NSABHC0009-58026","NSABHC0009","Casuarina pauper",FALSE,"NSA013581","Casuarina pauper","Casuarina pauper F.Muell. ex L.A.S.Johnson","Plantae","https://id.biodiversity.org.au/name/apni/244712","Casuarinaceae","Casuarina","pauper","NA","NA","accepted","Equisetopsida","Casuarina pauper","F.Muell. ex L.A.S.Johnson","https://id.biodiversity.org.au/reference/apni/42312","Species","2016-09-13T11:11:06",58026,"NSA013582",NA,NA,NA,NA
"104","NSABHC0024-57100","NSABHC0024","Cenchrus ciliaris",FALSE,"NSA07075","Cenchrus ciliaris","Cenchrus ciliaris L.","Plantae","https://id.biodiversity.org.au/name/apni/245061","Poaceae","Cenchrus","ciliaris","NA","NA","accepted","Equisetopsida","Cenchrus ciliaris","L.","https://id.biodiversity.org.au/reference/apni/47743","Species","2014-04-22T00:00:00",57100,"NSA  07076",NA,NA,NA,NA
"105","NSABHC0023-57099","NSABHC0023","Cenchrus ciliaris",FALSE,"NSA06901","Cenchrus ciliaris","Cenchrus ciliaris L.","Plantae","https://id.biodiversity.org.au/name/apni/245061","Poaceae","Cenchrus","ciliaris","NA","NA","accepted","Equisetopsida","Cenchrus ciliaris","L.","https://id.biodiversity.org.au/reference/apni/47743","Species","2014-04-21T00:00:00",57099,"NSA  06902",NA,NA,NA,NA
"106","NSABHC0028-58027","NSABHC0028","Centaurea melitensis",FALSE,"NSA013465","Centaurea melitensis","Centaurea melitensis L.","Plantae","https://id.biodiversity.org.au/name/apni/236721","Asteraceae","Centaurea","melitensis","NA","NA","accepted","Equisetopsida","Centaurea melitensis","L.","https://id.biodiversity.org.au/reference/apni/9787312","Species","2016-09-12T13:10:42",58027,"NSA013466",NA,NA,NA,NA
